scenario_id,attacker,defender,att_avg_threat,att_avg_tech_gen,att_modern_pct,att_avg_stealth,att_avg_ew,att_fighter_count,att_sam_count,att_uav_count,att_military_budget,att_aircraft_count,att_zone,dfn_avg_threat,dfn_avg_tech_gen,dfn_modern_pct,dfn_avg_stealth,dfn_avg_ew,dfn_fighter_count,dfn_sam_count,dfn_uav_count,dfn_military_budget,dfn_aircraft_count,dfn_zone,threat_ratio,tech_ratio,number_ratio,budget_ratio,outcome,attacker_win_probability
SCN_0365,USA,France,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.062,0.993,8.209,15.017,Attacker_Wins,0.92
SCN_0366,Pakistan,India,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.94,0.961,0.675,0.128,Stalemate,0.53
SCN_0367,Israel,Pakistan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.374,1.212,0.567,2.26,Stalemate,0.54
SCN_0368,United Kingdom,India,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.173,1.074,0.241,0.835,Stalemate,0.44
SCN_0369,Turkey,United Kingdom,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.908,0.97,1.362,0.272,Stalemate,0.56
SCN_0370,China,France,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.894,0.913,6.185,3.797,Attacker_Wins,0.69
SCN_0371,Pakistan,Turkey,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.882,0.922,2.053,0.562,Stalemate,0.49
SCN_0372,Turkey,Israel,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.825,0.895,0.859,0.787,Stalemate,0.48
SCN_0373,USA,North Korea,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.386,1.208,3.703,100.0,Attacker_Wins,0.95
SCN_0374,North Korea,Turkey,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.849,0.847,2.72,0.216,Attacker_Wins,0.67
SCN_0375,Pakistan,Israel,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.728,0.825,1.763,0.443,Stalemate,0.5
SCN_0376,Israel,India,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.291,1.164,0.383,0.289,Attacker_Wins,0.67
SCN_0377,Russia,Iran,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.534,1.267,3.478,8.687,Attacker_Wins,0.73
SCN_0378,North Korea,Pakistan,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.962,0.918,1.325,0.385,Stalemate,0.53
SCN_0379,India,Iran,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.16,1.088,1.869,8.222,Attacker_Wins,0.73
SCN_0380,Saudi Arabia,Turkey,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.079,1.0,1.13,4.054,Attacker_Wins,0.63
SCN_0381,Pakistan,Iran,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.091,1.045,1.261,1.051,Attacker_Wins,0.62
SCN_0382,Australia,Pakistan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.261,1.105,0.249,3.077,Attacker_Wins,0.75
SCN_0383,North Korea,Pakistan,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,0.962,0.918,1.325,0.385,Stalemate,0.48
SCN_0384,North Korea,India,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.905,0.882,0.894,0.049,Attacker_Wins,0.63
SCN_0385,Pakistan,Iran,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.091,1.045,1.261,1.051,Attacker_Wins,0.66
SCN_0386,Israel,Japan,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,1.043,1.056,0.664,0.461,Attacker_Wins,0.66
SCN_0387,Japan,Turkey,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.161,1.059,1.754,2.757,Attacker_Wins,0.66
SCN_0388,Saudi Arabia,Israel,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.891,0.895,0.971,3.191,Attacker_Wins,0.65
SCN_0389,Australia,United Kingdom,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,1.01,0.989,0.697,0.471,Stalemate,0.6
SCN_0390,Saudi Arabia,Israel,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.891,0.895,0.971,3.191,Stalemate,0.53
SCN_0391,India,China,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.948,1.02,0.401,0.363,Stalemate,0.52
SCN_0392,Iran,France,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.73,0.856,1.327,0.168,Stalemate,0.56
SCN_0393,USA,Israel,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.971,0.916,8.651,37.702,Attacker_Wins,0.95
SCN_0394,India,North Korea,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.105,1.133,1.119,20.35,Attacker_Wins,0.94
SCN_0395,France,China,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.119,1.095,0.162,0.263,Stalemate,0.53
SCN_0396,Australia,Japan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.958,0.962,0.292,0.627,Attacker_Wins,0.63
SCN_0397,Pakistan,United Kingdom,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.801,0.895,2.796,0.153,Stalemate,0.58
SCN_0398,Saudi Arabia,Pakistan,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.223,1.084,0.551,7.212,Attacker_Wins,0.75
SCN_0399,Iran,USA,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.687,0.862,0.162,0.011,Attacker_Wins,0.62
SCN_0400,France,Iran,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.37,1.168,0.754,5.96,Stalemate,0.57
SCN_0401,China,Saudi Arabia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.917,0.941,6.714,2.987,Stalemate,0.6
SCN_0402,India,Japan,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.808,0.907,1.736,1.596,Attacker_Wins,0.66
SCN_0403,Japan,Israel,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.958,0.947,1.506,2.17,Stalemate,0.5
SCN_0404,China,Iran,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.224,1.067,4.662,22.626,Attacker_Wins,0.93
SCN_0405,Australia,France,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.004,0.989,0.417,0.542,Attacker_Wins,0.68
SCN_0406,United Kingdom,Russia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.887,0.922,0.13,0.791,Attacker_Wins,0.66
SCN_0407,Turkey,Australia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.899,0.982,1.953,0.578,Attacker_Wins,0.65
SCN_0408,India,USA,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.797,0.938,0.302,0.092,Stalemate,0.55
SCN_0409,Turkey,Iran,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.237,1.133,0.614,1.869,Stalemate,0.54
SCN_0410,France,USA,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.941,1.007,0.122,0.067,Stalemate,0.59
SCN_0411,Russia,Pakistan,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.406,1.212,2.758,8.269,Attacker_Wins,0.83
SCN_0412,Pakistan,Australia,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.793,0.905,4.009,0.325,Attacker_Wins,0.68
SCN_0413,Russia,China,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.253,1.188,0.746,0.384,Attacker_Wins,0.69
SCN_0414,Iran,North Korea,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,0.953,1.042,0.599,2.475,Stalemate,0.47
SCN_0415,France,Russia,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.893,0.922,0.217,0.686,Stalemate,0.56
SCN_0416,Japan,USA,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.987,1.034,0.174,0.058,Stalemate,0.52
SCN_0417,Australia,Russia,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.897,0.912,0.09,0.372,Stalemate,0.57
SCN_0418,United Kingdom,USA,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.935,1.007,0.073,0.077,Stalemate,0.59
SCN_0419,India,France,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.847,0.932,2.48,1.38,Stalemate,0.44
SCN_0420,United Kingdom,Japan,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.948,0.973,0.419,1.333,Stalemate,0.57
SCN_0421,China,Iran,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.224,1.067,4.662,22.626,Attacker_Wins,0.95
SCN_0422,Japan,Saudi Arabia,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.076,1.059,1.551,0.68,Attacker_Wins,0.63
SCN_0423,India,Turkey,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.938,0.96,3.043,4.4,Attacker_Wins,0.77
SCN_0424,Turkey,Israel,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.825,0.895,0.859,0.787,Attacker_Wins,0.63
SCN_0425,Australia,Israel,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.918,0.912,0.44,1.362,Attacker_Wins,0.65
SCN_0426,France,Iran,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.37,1.168,0.754,5.96,Attacker_Wins,0.69
SCN_0427,United Kingdom,Iran,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.361,1.168,0.451,6.869,Attacker_Wins,0.65
SCN_0428,Russia,Australia,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.115,1.097,11.057,2.688,Attacker_Wins,0.74
SCN_0429,Australia,Japan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.958,0.962,0.292,0.627,Stalemate,0.54
SCN_0430,France,Russia,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.893,0.922,0.217,0.686,Attacker_Wins,0.75
SCN_0431,USA,Saudi Arabia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.091,1.024,8.91,11.813,Attacker_Wins,0.95
SCN_0432,USA,Russia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.949,0.916,1.779,10.302,Attacker_Wins,0.79
SCN_0433,USA,Saudi Arabia,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.091,1.024,8.91,11.813,Attacker_Wins,0.95
SCN_0434,Turkey,France,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.903,0.97,0.815,0.314,Attacker_Wins,0.65
SCN_0435,North Korea,India,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.905,0.882,0.894,0.049,Stalemate,0.47
SCN_0436,China,Saudi Arabia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.917,0.941,6.714,2.987,Attacker_Wins,0.85
SCN_0437,Russia,Pakistan,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.406,1.212,2.758,8.269,Attacker_Wins,0.68
SCN_0438,Pakistan,United Kingdom,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.801,0.895,2.796,0.153,Stalemate,0.47
SCN_0439,Russia,North Korea,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.461,1.319,2.082,21.5,Attacker_Wins,0.95
SCN_0440,North Korea,Turkey,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.849,0.847,2.72,0.216,Stalemate,0.55
SCN_0441,Russia,Australia,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,1.115,1.097,11.057,2.688,Attacker_Wins,0.81
SCN_0442,China,USA,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.841,0.92,0.753,0.253,Stalemate,0.56
SCN_0443,Japan,Saudi Arabia,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,1.076,1.059,1.551,0.68,Stalemate,0.48
SCN_0444,USA,France,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.062,0.993,8.209,15.017,Attacker_Wins,0.95
SCN_0445,North Korea,Turkey,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.849,0.847,2.72,0.216,Stalemate,0.59
SCN_0446,India,Iran,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.16,1.088,1.869,8.222,Attacker_Wins,0.76
SCN_0447,Australia,China,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.124,1.082,0.067,0.143,Stalemate,0.54
SCN_0448,Pakistan,Japan,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.76,0.871,1.171,0.204,Stalemate,0.6
SCN_0449,Australia,Pakistan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.261,1.105,0.249,3.077,Attacker_Wins,0.7
SCN_0450,North Korea,Iran,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.05,0.96,1.671,0.404,Attacker_Wins,0.63
SCN_0451,Iran,France,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.73,0.856,1.327,0.168,Stalemate,0.6
SCN_0452,Iran,France,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.73,0.856,1.327,0.168,Stalemate,0.5
SCN_0453,Turkey,Japan,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.861,0.944,0.57,0.363,Attacker_Wins,0.67
SCN_0454,Iran,United Kingdom,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.735,0.856,2.217,0.146,Stalemate,0.49
SCN_0455,Japan,North Korea,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.368,1.25,0.645,12.75,Attacker_Wins,0.83
SCN_0456,Japan,Pakistan,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,1.316,1.148,0.854,4.904,Attacker_Wins,0.64
SCN_0457,India,Iran,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.16,1.088,1.869,8.222,Attacker_Wins,0.78
SCN_0458,Russia,China,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.253,1.188,0.746,0.384,Stalemate,0.51
SCN_0459,United Kingdom,Israel,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.909,0.922,0.631,2.894,Stalemate,0.59
SCN_0460,China,United Kingdom,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.899,0.913,10.336,3.294,Attacker_Wins,0.8
SCN_0461,North Korea,China,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.858,0.9,0.358,0.018,Stalemate,0.47
SCN_0462,Israel,India,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,1.291,1.164,0.383,0.289,Stalemate,0.51
SCN_0463,Pakistan,China,6.13,3.92,66.7,1.58,5.17,4,1,1,10.4,425,3,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,0.891,0.98,0.271,0.046,Attacker_Wins,0.65
SCN_0464,USA,Turkey,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,1.177,1.024,10.072,47.892,Attacker_Wins,0.95
SCN_0465,North Korea,India,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,0.905,0.882,0.894,0.049,Attacker_Wins,0.69
SCN_0466,Iran,France,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.73,0.856,1.327,0.168,Stalemate,0.4
SCN_0467,USA,North Korea,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.386,1.208,3.703,100.0,Attacker_Wins,0.95
SCN_0468,United Kingdom,France,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.994,1.0,0.598,1.153,Stalemate,0.54
SCN_0469,Australia,North Korea,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.31,1.203,0.188,8.0,Attacker_Wins,0.73
SCN_0470,United Kingdom,France,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,0.994,1.0,0.598,1.153,Stalemate,0.6
SCN_0471,France,Japan,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.954,0.973,0.7,1.157,Stalemate,0.58
SCN_0472,Turkey,North Korea,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.178,1.181,0.368,4.625,Attacker_Wins,0.76
SCN_0473,Australia,Japan,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.07,4.5,50.0,3.5,7.7,3,1,0,51.0,363,1,0.958,0.962,0.292,0.627,Stalemate,0.46
SCN_0474,North Korea,Saudi Arabia,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.787,0.847,2.406,0.053,Stalemate,0.56
SCN_0475,United Kingdom,Russia,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.887,0.922,0.13,0.791,Stalemate,0.49
SCN_0476,India,Turkey,6.52,4.08,66.7,2.08,6.31,7,2,1,81.4,630,1,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,0.938,0.96,3.043,4.4,Attacker_Wins,0.83
SCN_0477,Saudi Arabia,China,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.09,1.062,0.149,0.335,Stalemate,0.46
SCN_0478,Turkey,China,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,1.01,1.062,0.132,0.083,Stalemate,0.54
SCN_0479,Turkey,Russia,6.95,4.25,75.0,3.25,6.12,3,0,1,18.5,207,2,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,0.806,0.895,0.177,0.215,Stalemate,0.41
SCN_0480,France,Iran,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,5.62,3.75,50.0,1.62,3.88,2,1,1,9.9,337,2,1.37,1.168,0.754,5.96,Attacker_Wins,0.7
SCN_0481,Russia,France,8.62,4.75,75.0,2.94,8.04,3,3,1,86.0,1172,2,7.7,4.38,75.0,2.5,7.3,2,1,0,59.0,254,1,1.119,1.084,4.614,1.458,Stalemate,0.56
SCN_0482,Saudi Arabia,Australia,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,0.97,0.982,2.208,2.344,Stalemate,0.57
SCN_0483,China,United Kingdom,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,0.899,0.913,10.336,3.294,Attacker_Wins,0.7
SCN_0484,China,USA,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,8.18,4.35,80.0,3.05,7.48,5,3,1,886.0,2085,1,0.841,0.92,0.753,0.253,Stalemate,0.58
SCN_0485,United Kingdom,North Korea,7.65,4.38,75.0,3.5,7.7,3,1,0,68.0,152,1,5.9,3.6,60.0,1.1,3.1,2,1,1,4.0,563,3,1.297,1.217,0.27,17.0,Attacker_Wins,0.95
SCN_0486,Australia,Israel,7.73,4.33,66.7,4.5,7.6,3,0,0,32.0,106,1,8.42,4.75,83.3,2.33,8.25,2,3,1,23.5,241,1,0.918,0.912,0.44,1.362,Stalemate,0.55
SCN_0487,China,Saudi Arabia,6.88,4.0,75.0,2.38,6.06,4,2,1,224.0,1571,3,7.5,4.25,75.0,1.88,7.25,3,1,0,75.0,234,2,0.917,0.941,6.714,2.987,Attacker_Wins,0.89
